279	1.1411e-04	8.1620e-05	3.9926e-03
280	1.0551e-04	8.9578e-05	3.9037e-03
281	9.4605e-05	1.7600e-04	4.1725e-03
282	7.4478e-05	8.0389e-05	4.6199e-03
283	7.9954e-05	5.5219e-05	4.5959e-03
284	6.0146e-05	4.6783e-05	4.7631e-03
285	7.0205e-05	5.5318e-05	4.5444e-03
286	6.6322e-05	1.1243e-04	4.6475e-03
287	5.3934e-05	1.7664e-04	4.4795e-03
288	1.5936e-04	3.5782e-04	4.5236e-03
289	7.6519e-05	2.6433e-04	4.4637e-03
290	8.5455e-05	2.9421e-04	4.3206e-03
291	1.2832e-04	6.4200e-05	4.4303e-03
292	1.5633e-04	7.3159e-05	3.7385e-03
293	1.1420e-04	1.7842e-04	3.5409e-03
294	1.0128e-04	9.6488e-05	3.6936e-03
295	8.2126e-05	6.4452e-05	3.7483e-03
296	8.0013e-05	9.6703e-05	4.1562e-03
297	5.7895e-05	8.9812e-05	4.4912e-03
298	5.6561e-05	1.2033e-04	4.7469e-03
299	5.5666e-05	6.1297e-05	4.8672e-03
300	5.3890e-05	8.1419e-05	4.8048e-03
301	5.0802e-05	7.0004e-05	4.5995e-03
302	6.2238e-05	1.1724e-04	4.6494e-03
303	5.0712e-05	1.9721e-04	4.4533e-03
304	2.0513e-04	4.1640e-04	4.4144e-03
305	9.2634e-05	2.8206e-04	4.3210e-03
306	7.9459e-05	2.7445e-04	4.1216e-03
307	1.5225e-04	5.6925e-05	4.2656e-03
308	2.0029e-04	1.5214e-04	3.4885e-03
309	1.6004e-04	2.9409e-04	3.3270e-03
310	2.4856e-04	8.1393e-05	3.5972e-03
311	1.9625e-04	4.6004e-04	3.3983e-03
312	3.3332e-04	6.5887e-04	3.8733e-03
313	8.3936e-04	1.7217e-04	3.7901e-03
314	3.5658e-04	1.2507e-03	2.8176e-03
315	2.1332e-04	5.7534e-04	3.7686e-03
316	1.4915e-03	4.8936e-04	2.2332e-03
317	3.3440e-04	4.3981e-04	2.6173e-03
318	5.5285e-04	5.6209e-04	2.1294e-03
319	3.1023e-04	3.4201e-04	2.8018e-03
320	8.2909e-04	3.9440e-04	2.5558e-03
321	3.5060e-04	1.8213e-04	3.3467e-03
322	4.5720e-04	4.0997e-04	3.0520e-03
323	1.8073e-04	3.3595e-04	3.4857e-03
324	6.1962e-04	2.9724e-04	3.3764e-03
325	1.4546e-04	3.3111e-04	3.6973e-03
326	2.0115e-04	1.2194e-04	3.4960e-03
327	2.2903e-04	1.9405e-04	3.6067e-03
328	1.2990e-04	9.7767e-05	3.9025e-03
329	1.8711e-04	6.6182e-05	3.6749e-03
330	1.1762e-04	1.2499e-04	3.7032e-03
331	1.0317e-04	6.1307e-05	3.8770e-03
332	1.1538e-04	5.7066e-05	3.7895e-03
333	8.5354e-05	9.3156e-05	3.8750e-03
334	7.4095e-05	6.6506e-05	3.9857e-03
335	6.9964e-05	5.8598e-05	4.0184e-03
